SLPID,ExpiryDate,SLPID_owner,principal_certificate,ApproveDate
CIDF16000235,2019-01-24T00:00:00,FUJI XEROX ASIA PACIFIC PTE. LTD.,Baltech AG,2016-11-17T00:00:00
HIDF15000426,2018-05-04T00:00:00,ROCKWELL AUTOMATION (MALAYSIA) SDN.,ROCKWELL AUTOMATION - FTZ 114E,2015-08-12T00:00:00
CIDF21000040,2022-06-24T00:00:00,CSX LOGISTICS SDN. BHD.,Universal Electronics Inc. ,2021-06-25T00:00:00
CIDF21000040,2022-03-11T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,Universal Electronics Inc. ,2021-03-12T00:00:00
HIDF18000175,2022-08-24T00:00:00,SCANART DISTRIBUTION SDN BHD,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO.,LTD",2018-07-26T00:00:00
HIDF15000125,2016-04-22T00:00:00,TC SUBARU SDN. BHD.,FUJI HEAVY INDUSTRIES LTD.,2015-04-23T00:00:00
HIDF15000029,2021-12-28T00:00:00,BRIGHTSTAR DISTRIBUTION SDN. BHD.,BlackBerry Limited,2015-03-19T00:00:00
CIDF15000076,2017-04-06T00:00:00,BRIGHTSTAR DISTRIBUTION SDN. BHD.,BlackBerry Limited,2015-04-01T00:00:00
HIDF15000590,2016-12-29T00:00:00,DRAEGER SAFETY ASIA PTE LTD,Gas Secure,2015-12-30T00:00:00
HIDF15000294,2017-09-21T00:00:00,GT&T TECHNOLOGY SUPPORT SDN BHD,GT&T Engineering Pte Ltd,2015-06-22T00:00:00
HIDF17000125,2020-07-24T00:00:00,NAZA AUTO SOLUTIONS (ASIA) SDN BHD,"ROADROVER TECHNOLOGY CO, LTD",2017-06-22T00:00:00
HIDF19000141,2021-11-08T00:00:00,HOMESPHERE ESSENTIALS SDN BHD,Fibar Group,2019-07-25T00:00:00
HIDF17000086,2018-05-10T00:00:00,ADIDAS (MALAYSIA) SDN BHD,adidas AG,2017-05-11T00:00:00
HIDF16000104,2022-04-27T00:00:00,RADIANT GLOBAL ADC SDN BHD,Intermec Technologies Corporation,2016-05-27T00:00:00
CIDF15000006,2021-02-10T00:00:00,HEWLETT-PACKARD (M) SDN. BHD.,Hewlett-Packard Company,2015-02-04T00:00:00
HIDM15000151,2022-08-05T00:00:00,S&O ELECTRONICS (MALAYSIA) SDN. BHD.,S&O ELECTRONICS (MALAYSIA) SDN. BHD.,2015-05-12T00:00:00
HIDF20000230,2021-12-01T00:00:00,COSMOS INSTRUMENTS SDN BHD,Lacroix Sofrel,2020-12-02T00:00:00
CIDF16000178,2017-08-28T00:00:00,AMBLE ACTION SDN BHD,Kingston Digital Inc,2016-08-29T00:00:00
HIDF15000344,2021-11-23T00:00:00,SCANIA (MALAYSIA) SDN. BHD.,Kvaser Ab,2015-07-02T00:00:00
HIDF16000094,2020-08-14T00:00:00,BOOMWAVE PRODUCTS,PROMATE TECHNOLOGIES LTD,2016-05-17T00:00:00
CIDF21000038,2022-03-10T00:00:00,HAP SENG TRUCKS DISTRIBUTION SDN BHD,"Yanfeng Visteon Automotive Electronics Co., Ltd.",2021-03-11T00:00:00
HIDF15000476,2016-09-08T00:00:00,BCH INTERNET MARKETING,BCH INTERNET MARKETING,2015-09-09T00:00:00
HIDF15000421,2019-08-02T00:00:00,ITRAMAS MANUFACTURING SDN BHD,"Hualu ZhiDa Technology Co.,Ltd.",2015-08-07T00:00:00
HIDF15000162,2022-05-12T00:00:00,BOSTON SCIENTIFIC (MALAYSIA) SDN BHD (403128-U),BOSTON SCIENTIFIC CORPORATION,2015-05-19T00:00:00
HIDF15000269,2022-07-14T00:00:00,O'CONNOR'S ENGINEERING SDN. BHD.,JOTRON AS,2015-06-16T00:00:00
CIDF16000231,2019-08-14T00:00:00,LINK ACE EXPRESS SDN BHD,"SHENZHEN HQT SCIENCE & TECHNOLOGY CO.,LTD.",2016-11-16T00:00:00
CIDF16000075,2017-04-21T00:00:00,VIDCROWD MEDIA SDN BHD,SYABAS TECHNOLOGY SDN BHD,2016-04-22T00:00:00
HIDF16000167,2022-09-19T00:00:00,POSIM PETROLEUM MARKETING SDN BHD,"LAUNCH TECH CO., LTD",2016-08-22T00:00:00
HIDF17000020,2022-02-10T00:00:00,AMTEL CELLULAR SDN. BHD.,"LAUNCH TECH CO., LTD",2017-02-10T00:00:00
HIDF15000161,2022-05-26T00:00:00,FUJIFILM (MALAYSIA) SDN BHD,FUJIFILM Corporation (Saitama-ken),2015-05-18T00:00:00
HIDF15000299,2022-09-23T00:00:00,RADIANT COMMUNICATION SDN. BHD.,ALCATEL-LUCENT,2015-06-22T00:00:00
HIDF15000520,2022-06-17T00:00:00,METCAL TECHNOLOGIES (M) SDN BHD,Madgetech Inc,2015-10-21T00:00:00
HIDF15000302,2019-01-11T00:00:00,REDTONE MARKETING SDN BHD,NEC CORPORATION,2015-06-23T00:00:00
HIDF15000039,2022-08-19T00:00:00,MAL-TEL COMMUNICATION SDN. BHD.,JVCKENWOOD SINGAPORE PTE. LTD.,2015-03-19T00:00:00
HIDF15000563,2017-11-23T00:00:00,JIMDICK COMMUNICATIONS SDN. BHD.,NETCOMM WIRELESS LIMITED,2015-11-25T00:00:00
HIDF17000023,2021-01-07T00:00:00,HYDROAXYS SDN BHD,NETCOMM WIRELESS LIMITED,2017-02-14T00:00:00
CIDF15000271,2020-04-16T00:00:00,ETAC SERVICES (M) SDN. BHD.,BCS AUTOMOTIVE INTERFACE SOLUTIONS,2015-06-17T00:00:00
CIDF15000271,2022-06-08T00:00:00,WIDEMINDS,BCS AUTOMOTIVE INTERFACE SOLUTIONS,2021-06-09T00:00:00
CIDF15000271,2021-01-16T00:00:00,ANSARCOMP PARADIGM (M) SDN BHD,BCS AUTOMOTIVE INTERFACE SOLUTIONS,2020-01-17T00:00:00
HIDF17000090,2018-05-10T00:00:00,NAZA ITALIA SDN. BHD.,Delphi Deutschland GmbH,2017-05-11T00:00:00
HIDM18000119,2022-06-07T00:00:00,SALUTICA ALLIED SOLUTIONS SDN BHD,Salutica Allied Solutions Sdn. Bhd.,2018-05-17T00:00:00
HIDF15000293,2018-09-20T00:00:00,BUMI STANDARD CO,"SHENZHEN BESING ELECTRONICS CO.,LTD",2015-06-22T00:00:00
HIDF15000174,2022-06-27T00:00:00,EXCEL COMMERCE SOLUTION SDN BHD,"EASY BROADBAND TECHNOLOGY CO.,LTD",2015-05-25T00:00:00
HIDF15000507,2021-12-06T00:00:00,PRO ICE SALES & SERVICES (M) SDN BHD,"Shenzhen Concox Information Technology Co., Ltd.",2015-10-07T00:00:00
HIDF15000434,2016-08-13T00:00:00,PRO ICE HOLDINGS SDN. BHD.,"Shenzhen Concox Information Technology Co., Ltd.",2015-08-14T00:00:00
HIDF15000362,2021-06-22T00:00:00,MOBILETRAC TECHNOLOGIES SDN.BHD.,"Shenzhen Concox Information Technology Co., Ltd.",2015-07-08T00:00:00
HIDF17000055,2020-09-23T00:00:00,NETGLUE SDN BHD,"Shenzhen Concox Information Technology Co., Ltd.",2017-03-30T00:00:00
HIDF16000012,2017-01-18T00:00:00,TIM SYSTEMS (M) SDN BHD ,"Shenzhen Concox Information Technology Co., Ltd.",2016-01-19T00:00:00
HIDF16000100,2017-05-23T00:00:00,CYS VENTURES MARKETING,"Shenzhen Concox Information Technology Co., Ltd.",2016-05-24T00:00:00
HIDF20000126,2021-07-22T00:00:00,PLEA SDN. BHD.,"Shenzhen Concox Information Technology Co., Ltd.",2020-07-23T00:00:00
CIDF15000056,2022-08-12T00:00:00,XIAOMI TECHNOLOGIES MALAYSIA SDN. BHD.,XIAOMI INC.,2021-08-13T00:00:00
CIDF15000056,2022-06-01T00:00:00,ERA INTERNATIONAL NETWORK SDN BHD,XIAOMI INC.,2016-04-01T00:00:00
CIDF15000056,2017-11-03T00:00:00,YTL DIGITAL SDN BHD,XIAOMI INC.,2016-11-04T00:00:00
CIDF15000056,2022-06-29T00:00:00,RAINBOW DISTRIBUTION SDN. BHD,XIAOMI INC.,2017-08-21T00:00:00
CIDF15000048,2022-03-21T00:00:00,OPPO ELECTRONICS SDN BHD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP , LTD ",2015-03-19T00:00:00
CIDF15000048,2019-10-08T00:00:00,JIE COMMUNICATION SDN. BHD.,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP , LTD ",2018-10-09T00:00:00
HIDM15000023,2022-03-10T00:00:00,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,2015-03-13T00:00:00
HIDF15000013,2022-05-30T00:00:00,MAL-TEL SYSTEMS SDN. BHD.,"SHENZHEN CHENGFENGHAO ELECTRONICS CO.,LTD",2015-03-04T00:00:00
HIDF15000320,2018-07-26T00:00:00,HWEE SENG (ELECTRONICS) SDN BHD,Beats Electronics LLC,2015-06-26T00:00:00
CIDF15000551,2022-04-13T00:00:00,TDMR TECHNOLOGY (M) SDN. BHD.,TDMR TECHNOLOGY (M) SDN BHD,2015-11-16T00:00:00
HIDF17000120,2019-06-28T00:00:00,GEN3 COMMUNICATIONS SDN. BHD.,Bofan Limited,2017-06-15T00:00:00
HIDF15000518,2016-10-19T00:00:00,SKR SDN BHD,"MEASY ELECTRONICS CO., LTD",2015-10-20T00:00:00
HIDF15000183,2022-01-26T00:00:00,RES MALAYSIA SDN. BHD.,TECHNOLOGY SOLUTIONS  (UK) LTD.,2015-05-27T00:00:00
HIDF15000167,2022-06-09T00:00:00,ZITRON ENTERPRISE (M) SDN. BHD.,Microsoft Moblle 0y,2015-05-19T00:00:00
HIDF15000138,2021-05-07T00:00:00,AVAXX CORPORATION (M) SDN. BHD.,Microsoft Moblle 0y,2015-04-30T00:00:00
HIDF15000113,2022-04-20T00:00:00,ECS ASTAR SDN. BHD.,Microsoft Moblle 0y,2015-04-20T00:00:00
CIDF15000401,2018-08-27T00:00:00,MICROSOFT (MALAYSIA) SDN BHD,Microsoft Moblle 0y,2015-07-28T00:00:00
HIDF16000030,2017-02-04T00:00:00,LV SOLUTION SDN BHD,iDirect,2016-02-05T00:00:00
HIDF15000103,2022-05-02T00:00:00,NEC CORPORATION OF MALAYSIA SDN BHD,NEC CORPORATION TOKYO,2015-04-15T00:00:00
HIDF15000297,2018-05-14T00:00:00,SEA TELCO ENGINEERING SERVICES SDN BHD,NEC CORPORATION TOKYO,2015-06-22T00:00:00
HIDF15000178,2022-08-30T00:00:00,ROOTS COMMUNICATIONS SDN BHD,Cambium Networks Limited,2015-05-26T00:00:00
HIDF15000398,2019-11-20T00:00:00,COMINTEL SDN. BHD.,SEPURA PLC,2015-07-27T00:00:00
HIDF16000032,2021-08-20T00:00:00,SEPURA PLC,SEPURA PLC,2016-02-10T00:00:00
CIDF16000218,2017-10-26T00:00:00,SAPURA RESEARCH SDN. BHD.,SEPURA PLC,2016-10-27T00:00:00
CIDF18000209,2019-09-11T00:00:00,SIME DARBY AUTO CONNEXION SDN. BHD.,Omron Automotive Electronics Inc.,2018-09-12T00:00:00
HIDF16000073,2022-07-05T00:00:00,SEKTOR DISTRIBUTORS SDN. BHD.,ZEBRA TECHNOLOGIES CORPORATION,2016-04-20T00:00:00
CIDF15000240,2022-03-28T00:00:00,DEMATIC (M) SDN. BHD.,ZEBRA TECHNOLOGIES CORPORATION,2015-06-09T00:00:00
HIDF15000286,2016-06-18T00:00:00,MC MILLION TECHNOLOGY SDN BHD,"Shanghai Feixun Communication Co., Ltd",2015-06-19T00:00:00
HIDF15000407,2021-06-25T00:00:00,DAIKIN MALAYSIA SALES & SERVICE SDN BHD,"DAIKIN INDUSTRIES,LTD. ",2015-07-30T00:00:00
HIDM15000280,2017-06-16T00:00:00,G2 CELLULAR SDN. BHD.,G2 Cellular Sdn Bhd,2015-06-17T00:00:00
HIDF16000145,2021-03-25T00:00:00,DARULTEK INSTRUMENT SDN BHD,FLUKE NETWORKS,2016-07-13T00:00:00
CIDF16000029,2020-07-01T00:00:00,BIOTRONIK MEDICAL DEVICES (MALAYSIA) SDN. BHD,Biotronik SE & Co. KG,2016-02-04T00:00:00
CIDF16000029,2020-07-09T00:00:00,BIOTRONIK MEDICAL DEVICES (MALAYSIA) SDN. BHD,Biotronik SE & Co. KG,2019-07-10T00:00:00
HIDF19000183,2021-12-01T00:00:00,C & C UNIVERSAL ENGINEERING SDN. BHD.,SHENZHEN HUAPTEC CO. LTD,2019-09-05T00:00:00
HIDF18000092,2021-05-03T00:00:00,MODUSLINK (M) SDN BHD,"FITBIT,INC.",2018-04-16T00:00:00
CIDF15000273,2016-06-16T00:00:00,INGRAM MICRO MALAYSIA SDN. BHD.,"FITBIT,INC.",2015-06-17T00:00:00
HIDF15000262,2016-06-14T00:00:00,XCESS NETWORKS (M) SDN BHD,Vibicom Communications Inc,2015-06-15T00:00:00
HIDF15000395,2021-06-25T00:00:00,GOGOMOTIVE SDN BHD,"ATRACK TECHNOLOGY INC.,",2015-07-24T00:00:00
CIDF15000369,2020-06-17T00:00:00,ACTIVE TELEMATICS SDN. BHD.,"ATRACK TECHNOLOGY INC.,",2015-07-10T00:00:00
HIDF17000024,2020-07-22T00:00:00,ILIPA IT PLT,"ATRACK TECHNOLOGY INC.,",2017-02-14T00:00:00
CIDF15000369,2018-11-27T00:00:00,COMMAXION SDN BHD,"ATRACK TECHNOLOGY INC.,",2017-11-28T00:00:00
HIDF18000064,2022-03-15T00:00:00,COMMAXION SDN BHD,"ATRACK TECHNOLOGY INC.,",2018-03-19T00:00:00
HIDF19000083,2020-05-12T00:00:00,QUANTUM INVENTIONS SDN. BHD.,"ATRACK TECHNOLOGY INC.,",2019-05-13T00:00:00
HIDM15000279,2019-07-31T00:00:00,G-MAX COMMUNICATION SDN BHD,G-Max Communication Sdn Bhd,2015-06-17T00:00:00
HIDF17000173,2019-08-23T00:00:00,VDOF COMMUNICATION SDN BHD,"SHENZHEN IP-COM NETWORKS CO.,LTD.",2017-08-23T00:00:00
CIDF19000012,2022-04-20T00:00:00,TENDA MALAYSIA SDN BHD,"SHENZHEN IP-COM NETWORKS CO.,LTD.",2019-01-15T00:00:00
HIDF16000092,2018-05-15T00:00:00,MARCO HERITAGE (M) SDN BHD,"CASIO COMPUTER CO., LTD.",2016-05-17T00:00:00
HIDF16000071,2020-11-05T00:00:00,EMASTECH SDN BHD,Emastech Sdn. Bhd.,2016-04-15T00:00:00
CIDF20000204,2021-11-01T00:00:00,Q MAN TRADING SDN. BHD.,DIGI INTERNATIONAL INC.,2020-11-02T00:00:00
HIDF15000245,2022-07-26T00:00:00,AECO TECHNOLOGIES (M) SDN. BHD.,Garmin Corporation,2015-06-11T00:00:00
HIDF15000321,2016-06-25T00:00:00,OTOBOSS SDN BHD,ONWA MARINE ELECTRONICS CO. LTD.,2015-06-26T00:00:00
HIDF21000018,2022-02-01T00:00:00,BRIGHTSAT TECHNOLOGY,Thuraya Telecommunications ,2021-02-02T00:00:00
HIDF16000140,2019-10-22T00:00:00,EFS SERVICES SDN BHD,HBC-radiomatic GmbH,2016-07-12T00:00:00
HIDF17000117,2022-01-19T00:00:00,MYSAFEZONE (M) SDN BHD,u-Blox AG,2017-06-09T00:00:00
HIDF16000035,2022-07-01T00:00:00,DIGITAL AUDIO STUDIO,AUDIOENGINE LTD,2016-02-15T00:00:00
HIDM15000052,2021-01-05T00:00:00,MITSUBISHI MOTORS MALAYSIA SDN BHD,OMRON AUTOMOTIVE ELECTRONICS CO LTD,2015-03-20T00:00:00
HIDF15000010,2018-04-16T00:00:00,TOSHIBA SALES & SERVICES SDN BHD,TOSHIBA LIFESTYLE PRODUCTS & SERVICES CORPORATION,2015-02-26T00:00:00
HIDF16000080,2022-05-04T00:00:00,ROCHE DIAGNOSTICS (MALAYSIA) SDN BHD,Roche Diagnostics International Ltd,2016-04-27T00:00:00
HIDF15000239,2022-06-21T00:00:00,TP LINK DISTRIBUTION MALAYSIA SDN BHD,"TP-LINK TECHNOLOGIES CO., LTD",2015-06-09T00:00:00
HIDM15000093,2018-05-17T00:00:00,CSE TELEMATICS SDN. BHD.,CSE Telematics Sdn. Bhd.,2015-04-13T00:00:00
HIDF15000495,2016-09-24T00:00:00,DARE INNOVATIONS SDN BHD,SKYWAVE MOBILE COMMUNICATIONS INC.,2015-09-25T00:00:00
HIDF15000477,2021-11-08T00:00:00,MERIDIAN SURVEYS (M) SDN. BHD.,SKYWAVE MOBILE COMMUNICATIONS INC.,2015-09-10T00:00:00
HIDF21000101,2022-06-07T00:00:00,SATCOM-LINK SDN BHD,SKYWAVE MOBILE COMMUNICATIONS INC.,2021-06-08T00:00:00
HIDF15000397,2021-09-20T00:00:00,SCHNEIDER ELECTRIC INDUSTRIES (M) SDN. BHD,Schneider Electric Industries,2015-07-27T00:00:00
HIDF15000221,2016-06-04T00:00:00,MILAN UTAMA SDN BHD,Convadis AG,2015-06-05T00:00:00
HIDF15000132,2022-08-31T00:00:00,SNS NETWORK (M) SDN BHD,"EMDOOR DIGITAL TECHNOLOGY CO., LTD.",2015-04-27T00:00:00
HIDF16000120,2022-01-13T00:00:00,LAMBDA TECHNOLOGIES SDN.BHD,Aspect Software Inc.,2016-06-20T00:00:00
HIDF21000021,2022-02-03T00:00:00,ZEBRA TECHNOLOGIES MALAYSIA SDN. BHD,ZEBRA TECHNOLOGIES MALAYSIA SDN BHD,2021-02-04T00:00:00
CIDF15000277,2021-10-25T00:00:00,FUNSPORTZ SDN BHD,"GOPRO, INC.,",2015-06-17T00:00:00
HIDF15000390,2021-10-06T00:00:00,TC ACOUSTIC SDN BHD,SONOS INC.,2015-07-23T00:00:00
HIDF16000101,2022-05-26T00:00:00,HEWLETT-PACKARD (M) SDN. BHD.,"Aruba Netwoks, Inc",2016-05-26T00:00:00
HIDF19000033,2020-02-17T00:00:00,MYGPS (M) SDN. BHD.,MEITRACK GROUP,2019-02-18T00:00:00
CIDF15000235,2019-11-14T00:00:00,JUSTRACKER SDN BHD,MEITRACK GROUP,2015-06-09T00:00:00
HIDF15000433,2018-11-28T00:00:00,GP SEARCH SDN BHD,MEITRACK GROUP,2015-08-14T00:00:00
CIDF17000188,2019-12-05T00:00:00,GRADIENT TELEMATICS SDN. BHD.,MEITRACK GROUP,2017-09-12T00:00:00
HIDF17000148,2020-12-22T00:00:00,ALTAIRGPS SDN BHD,MEITRACK GROUP,2017-08-01T00:00:00
HIDF19000267,2020-12-08T00:00:00,NX FLEET SDN BHD,MEITRACK GROUP,2019-12-09T00:00:00
CIDF15000235,2021-12-07T00:00:00,GPS TECH SOLUTIONS SDN BHD,MEITRACK GROUP,2018-11-22T00:00:00
CIDF15000235,2021-12-07T00:00:00,GPS TECH SOLUTIONS SDN BHD,MEITRACK GROUP,2018-11-22T00:00:00
HIDF16000117,2022-03-24T00:00:00,DYNAMICS DISTRIBUTION SDN. BHD.,"MEIZU TECHNOLOGY CO., LTD",2016-06-15T00:00:00
HIDF15000104,2017-06-29T00:00:00,BLUE KOR SDN. BHD.,"MEIZU TECHNOLOGY CO., LTD",2015-04-17T00:00:00
CIDF16000128,2021-07-13T00:00:00,DYNAMICS DISTRIBUTION SDN. BHD.,"MEIZU TECHNOLOGY CO., LTD",2016-06-29T00:00:00
HIDF15000029,2021-12-28T00:00:00,BRIGHTSTAR DISTRIBUTION SDN. BHD.,"Shenzhen OnePlus Science and Technology Co., Ltd.",2015-03-19T00:00:00
CIDM15000027,2017-04-06T00:00:00,BRIGHTSTAR DISTRIBUTION SDN. BHD.,"Shenzhen OnePlus Science and Technology Co., Ltd.",2015-03-18T00:00:00
CIDM15000027,2021-08-03T00:00:00,ALL PLUS TECHNOLOGY SDN. BHD.,"Shenzhen OnePlus Science and Technology Co., Ltd.",2020-08-04T00:00:00
HIDF21000053,2022-03-30T00:00:00,GO AUTO GLOBAL SDN. BHD.,"Harman Automotive Electronic Systems (Suzhou) Co., Ltd Shen",2021-03-31T00:00:00
CIDF15000196,2016-05-28T00:00:00,ASYNC RESOURCES,"Harman Automotive Electronic Systems (Suzhou) Co., Lt",2015-05-29T00:00:00
HIDF15000253,2021-05-11T00:00:00,SCOPETEL SDN. BHD.,OKI DATA CORPORATION,2015-06-11T00:00:00
CIDF19000258,2021-12-21T00:00:00,M-LINK SYSTEM (M) SDN. BHD,"GIGA-BYTE TECHNELOGY CO., LTD",2019-11-27T00:00:00
CIDF15000244,2017-06-13T00:00:00,TGS ENTERPRISE NETWORKS SDN. BHD.,Unify GmbH & Co. KG.,2015-06-11T00:00:00
HIDF18000026,2021-12-21T00:00:00,TCIM SDN BHD,"SUMITOMO (S.H.I) CONSTRUCTION MACHINERY CO., LTD",2018-02-05T00:00:00
HIDF15000339,2021-11-09T00:00:00,REACH TEN COMMUNICATION SDN BHD,iDIRECT,2015-06-30T00:00:00
HIDF15000327,2022-05-23T00:00:00,BANTING COMMUNICATIONS,"Quanzhou iradio Science & Technology Co.,Ltd",2015-06-28T00:00:00
HIDM18000145,2022-06-23T00:00:00,BIZCODE ASIA SDN BHD,BIZCODE ASIA SDN BHD,2018-06-21T00:00:00
HIDF15000579,2018-05-04T00:00:00,CC SOUND & VISION,NAIM AUDIO LTD.,2015-12-17T00:00:00
CIDF18000183,2019-08-06T00:00:00,AUTO MEISTER SDN BHD,"SK TELECOM CO., LTD",2018-08-07T00:00:00
HIDF20000022,2021-02-10T00:00:00,STABLETECH COMMUNICATION SDN BHD,"Quanzhou SFE Electronic Technology Co., Ltd",2020-02-11T00:00:00
HIDF21000048,2022-03-25T00:00:00,EVERAISE TELECOMMUNICATION,"Quanzhou SFE Electronic Technology Co., Ltd",2021-03-26T00:00:00
HIDF15000096,2019-06-19T00:00:00,MAPLE TECH SDN BHD,"Quanzhou SFE Electronic Technology Co., Ltd",2015-04-13T00:00:00
HIDF15000050,2016-03-19T00:00:00,ADN TRADING & SERVICES ,MUSIC LIFE LIMITED,2015-03-20T00:00:00
CIDF15000278,2016-06-16T00:00:00,QUANTUM ELECTRO OPTO SYSTEMS SDN. BHD.,QUANTUM ELECTRO OPTO SYSTEMS SDN. BHD.,2015-06-17T00:00:00
HIDF15000432,2016-08-13T00:00:00,ACTION-TEK SDN BHD,ACTION ASIA (S.Z) CO.LTD,2015-08-14T00:00:00
HIDF15000062,2019-07-22T00:00:00,NALURI BUMI (M) SDN BHD,"JI LONG TECHNOLOGY CO.,LIMITED",2015-03-24T00:00:00
HIDF15000166,2022-04-29T00:00:00,MIDLAND NETWORK SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-19T00:00:00
CIDF15000068,2020-05-02T00:00:00,VMATRICS SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-03-24T00:00:00
CIDF15000068,2017-08-22T00:00:00,DYNAMICS DISTRIBUTION SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-15T00:00:00
CIDF15000068,2017-05-05T00:00:00,BRIGHTSTAR DISTRIBUTION SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-07T00:00:00
CIDF15000068,2019-04-26T00:00:00,THORUS TECHNOLOGY SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-15T00:00:00
CIDF15000068,2022-05-02T00:00:00,MIDLAND NETWORK SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-21T00:00:00
CIDF15000068,2022-08-01T00:00:00,SONY (MALAYSIA) SDN. BHD.,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2015-05-19T00:00:00
CIDF15000068,2020-07-10T00:00:00,IXSUN SDN BHD,SONY MOBILE COMMUNICATIONS AB (SWEDEN),2018-05-28T00:00:00
HIDF15000198,2016-05-28T00:00:00,SUZUKI MALAYSIA AUTOMOBILE SDN. BHD.,Delphi Automotive Systems Private Limited,2015-05-29T00:00:00
HIDF15000404,2018-10-19T00:00:00,DSC WORLD SDN BHD,"RICOH IMAGING COMPANY, LTD.",2015-07-29T00:00:00
HIDF15000132,2022-08-31T00:00:00,SNS NETWORK (M) SDN BHD,Bluebank Communication Technology Co.Ltd,2015-04-27T00:00:00
CIDF19000286,2022-01-11T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"SAMSUNG ELECTRONICS Co., Ltd",2019-12-31T00:00:00
HIDF15000016,2019-03-19T00:00:00,VIVO CELLULAR SDN BHD,"VIVO MOBILE COMMUNICATION CO.,LTD",2015-03-04T00:00:00
HIDF16000143,2017-07-12T00:00:00,GLOBEOSS SDN BHD,KINGHOLD TECHNOLOGY CO LTD,2016-07-13T00:00:00
HIDF15000451,2021-11-17T00:00:00,BOMBARDIER (MALAYSIA) SDN BHD,MOXA Inc.,2015-08-24T00:00:00
CIDF17000243,2018-11-22T00:00:00,SOLE ENGINEERING SDN. BHD.,Kirisun Communications Co. Ltd.,2017-11-23T00:00:00
CIDF15000290,2017-06-20T00:00:00,TECSON MARKETING SDN. BHD.,TECSON MARKETING SDN. BHD.,2015-06-22T00:00:00
CIDF17000266,2022-07-18T00:00:00,SAGEMCOM MALAYSIA SDN. BHD.,Sagemcom Energy & Telecom SAS,2020-07-15T00:00:00
CIDF15000222,2017-06-22T00:00:00,CELCOM NETWORKS SDN. BHD.,NOKIA SIEMENS NETWORKS BU,2015-06-08T00:00:00
HIDF15000429,2020-03-13T00:00:00,CORIANT (MALAYSIA) SDN BHD,NOKIA SIEMENS NETWORKS BU,2015-08-13T00:00:00
CIDF15000222,2019-06-06T00:00:00,NOKIA SOLUTIONS AND NETWORKS SDN. BHD.,NOKIA SIEMENS NETWORKS BU,2015-06-05T00:00:00
CIDF16000165,2017-08-16T00:00:00,CNY GPS SALES & SERVICE,"HUIZHOU GREAT-WILL INDUSTRIAL CO.,LTD",2016-08-17T00:00:00
CIDF19000170,2020-08-26T00:00:00,TAN CHONG & SONS MOTOR COMPANY SDN BHD,"Xiamen Clarion Electrical Enterprise Co., Ltd",2019-08-27T00:00:00
HIDF16000221,2021-07-27T00:00:00,JEBSEN & JESSEN TECHNOLOGY (M) SDN. BHD.,The Toro Company,2016-11-03T00:00:00
CIDF16000082,2022-04-22T00:00:00,RADIANT GLOBAL ADC SDN BHD,DENSO WAVE INCORPORATED,2016-04-28T00:00:00
HIDF18000201,2019-08-27T00:00:00,DIEBOLD NIXDORF SDN. BHD.,DENSO WAVE INCORPORATED,2018-08-28T00:00:00
HIDF21000009,2022-01-21T00:00:00,KISCO (M) SDN. BHD.,DENSO WAVE INCORPORATED,2021-01-22T00:00:00
HIDF15000336,2016-06-29T00:00:00,RADII ELECTRONICS SDN BHD,POLESTAR GLOBAL,2015-06-30T00:00:00
HIDF16000250,2022-02-07T00:00:00,CUTZ TECHNOLOGIES SDN. BHD.,GETAC TECHNOLOGY CORPORATION,2016-12-05T00:00:00
CIDF17000078,2018-04-26T00:00:00,CUTZ TECHNOLOGIES SDN. BHD.,GETAC TECHNOLOGY CORPORATION,2017-04-27T00:00:00
CIDF17000078,2018-09-14T00:00:00,VOLKSWAGEN PASSENGER CARS MALAYSIA SDN BHD,GETAC TECHNOLOGY CORPORATION,2017-09-15T00:00:00
HIDF15000493,2017-11-01T00:00:00,WEHNCOR SOLUTIONS SDN BHD,"HM Electronics, Inc.",2015-09-23T00:00:00
HIDF15000118,2019-12-11T00:00:00,BERMAZ MOTOR SDN BHD,Hella KGaA Hueck & Co.,2015-04-21T00:00:00
HIDF18000266,2021-09-28T00:00:00,BERMAZ MOTOR TRADING SDN. BHD.,Hella KGaA Hueck & Co.,2018-12-04T00:00:00
HIDF18000082,2019-04-08T00:00:00,CITIZEN WATCHES (M) SDN BHD,"CITIZEN SYSTEMS JAPAN CO.,LTD.",2018-04-09T00:00:00
